id,title,release_date,popularity,vote_average,vote_count
454293,Night School,27/09/2018,21.982,6.2,1417
448095,I Still See You,27/09/2018,12.899,6.7,512
483983,Balloon,27/09/2018,12.569,7.5,333
517839,Border,27/09/2018,9.549,6.7,623
429203,The Old Man & the Gun,27/09/2018,7.696,6.4,1166
472451,Boy Erased,24/09/2018,12.106,7.1,1177
400090,The Nightingale,23/09/2018,27.269,7.1,396
489927,The Kindergarten Teacher,23/09/2018,11.883,6.6,269
417812,Wildlife,23/09/2018,11.331,6.6,557
454652,Colette,21/09/2018,14.615,7,754
519035,Nappily Ever After,21/09/2018,12.508,7.2,753
446101,Assassination Nation,21/09/2018,12.393,6.3,668
424121,Apostle,21/09/2018,11.263,6.1,1147
446696,Life Itself,21/09/2018,10.769,7.2,405
441393,Ash Is Purest White,21/09/2018,8.525,6.8,213
446894,Smallfoot,20/09/2018,26.238,6.8,1264
529962,The Perfection,20/09/2018,14.446,6.5,1072
517814,Capernaum,20/09/2018,14.414,8.2,1282
426249,Lords of Chaos,20/09/2018,13.115,6.6,299
514575,A Twelve-Year Night,20/09/2018,9.48,7.4,233
507076,Climax,19/09/2018,20.314,7.1,1581
440161,The Sisters Brothers,19/09/2018,11.673,6.8,1589
515916,Girl,18/09/2018,12.352,7.2,577
463821,The House with a Clock in Its Walls,15/09/2018,20.584,6.2,1817
438808,White Boy Rick,14/09/2018,11.518,6.3,850
426618,Where Hands Touch,14/09/2018,9.213,8,439
463272,Johnny English Strikes Again,13/09/2018,22.194,6.3,2013
460885,Mandy,13/09/2018,19.204,6.2,1478
494974,Red Joan,13/09/2018,9.792,6.7,286
541660,Loro,13/09/2018,8.37,6.6,221
537847,La profezia dell'armadillo,13/09/2018,4.437,6.2,226
463858,The Freshmen,12/09/2018,7.408,6.7,610
538362,On My Skin,12/09/2018,7.4,8.1,1724
502422,Thunder Road,12/09/2018,7.102,6.9,300
468219,Dead in a Week (Or Your Money Back),12/09/2018,6.971,6.3,261
515911,Lady J,12/09/2018,6.535,6.3,227
532814,The Bad Seed,09/09/2018,11.651,7.1,216
523777,Next Gen,07/09/2018,16.805,7,609
462919,Sierra Burgess Is a Loser,07/09/2018,14.075,6.4,3224
421658,Final Score,07/09/2018,12.978,6.1,399
471506,Greta,06/09/2018,36.289,6.6,1038
458594,Peppermint,06/09/2018,19.649,6.7,1677
454227,Outlaw King,06/09/2018,16.75,6.8,1250
433501,City of Lies,06/09/2018,13.752,6.4,415
539649,The Lie,06/09/2018,10.762,6.4,522
438145,Black '47,05/09/2018,8.696,6.6,230
518671,Shéhérazade,05/09/2018,5.181,7.3,204
426865,UFO,04/09/2018,13.932,7,343
438674,Dragged Across Concrete,03/09/2018,13.076,6.5,719
504253,I Want to Eat Your Pancreas,01/09/2018,69.844,8.2,1019
416194,The Quake,31/08/2018,26.133,6.8,535
485166,Amanda,31/08/2018,6.999,7.1,219
475928,School's Out,31/08/2018,6.538,6,235
425505,Kin,29/08/2018,20.663,6.2,682
484247,A Simple Favor,29/08/2018,18.12,6.6,3553
493551,Operation Finale,29/08/2018,10.726,6.7,772
487670,The Death of Superman,28/08/2018,23.594,7.5,511
426426,Roma,25/08/2018,12.047,7.7,3396
489999,Searching,24/08/2018,17.092,7.6,3147
523773,Little Italy,24/08/2018,11.281,6.8,517
438590,A-X-L,23/08/2018,28.262,6.3,1011
525554,The Bouncer,22/08/2018,12.601,6.3,267
534338,An Interview with God,20/08/2018,60.047,7,207
507569,The Seven Deadly Sins: Prisoners of the Sky,18/08/2018,18.415,7.6,892
399360,Alpha,17/08/2018,32.313,6.4,2156
466282,To All the Boys I've Loved Before,16/08/2018,57.399,7.7,7574
347375,Mile 22,16/08/2018,21.322,6.2,1831
458344,"Juliet, Naked",16/08/2018,11.323,6.3,380
455207,Crazy Rich Asians,15/08/2018,17.271,7.1,3018
504603,The World Is Yours,15/08/2018,9.393,6.8,351
503619,The Package,10/08/2018,21.12,6,972
470229,Summer of 84,10/08/2018,15.996,6.9,996
457041,Elizabeth Harvest,10/08/2018,10.077,6.2,240
477510,Dog Days,10/08/2018,8.546,6.8,229
345940,The Meg,09/08/2018,86.877,6.2,5879
507505,El Angel,09/08/2018,17.477,7.4,462
487558,BlacKkKlansman,09/08/2018,12.913,7.5,6443
513347,Flavors of Youth,04/08/2018,38.645,6.8,458
505262,My Hero Academia: Two Heroes,03/08/2018,118.072,8,765
518452,Like Father,03/08/2018,8.701,6.3,563
420814,Christopher Robin,02/08/2018,18.684,7.3,2296
498248,Mia and the White Lion,02/08/2018,17.281,7.3,732
454992,The Spy Who Dumped Me,02/08/2018,16.933,6.4,1917
340613,The Wife,02/08/2018,12.092,7.1,920
438146,Birds of Passage,02/08/2018,6.438,7.4,227
521127,Kingdoms,02/08/2018,5.234,6.4,232
518068,Along with the Gods: The Last 49 Days,01/08/2018,32.465,8.2,343
474395,Teen Titans Go! To the Movies,27/07/2018,28.961,7.4,935
347866,Hot Summer Nights,26/07/2018,9.502,6.8,553
445651,The Darkest Minds,25/07/2018,32.629,7,2282
467824,Illang: The Wolf Brigade,25/07/2018,13.497,6.4,208
420426,Bleach,20/07/2018,15.055,6.6,458
489930,Blindspotting,20/07/2018,11.5,7.4,520
345887,The Equalizer 2,19/07/2018,55.245,6.6,4006
505058,Unfriended: Dark Web,19/07/2018,25.546,6.3,1216
458005,Zoe,19/07/2018,6.846,6,319
426613,The Miseducation of Cameron Post,18/07/2018,14.246,7,805
429415,Extinction,15/07/2018,24.84,6,1498
353081,Mission: Impossible - Fallout,13/07/2018,54.843,7.4,6597
516850,The Mermaid: Lake of the Dead,12/07/2018,10.238,6.2,265
447200,Skyscraper,11/07/2018,31.926,6.3,4196
458423,Mamma Mia! Here We Go Again,09/07/2018,17.988,7.1,2866
297802,Aquaman,06/07/2018,77.912,6.9,11788
424781,Sorry to Bother You,06/07/2018,10.334,6.8,1169
363088,Ant-Man and the Wasp,04/07/2018,63.789,7,11186
442249,The First Purge,04/07/2018,40.122,6,3326
469056,A New Girl In Paris!,04/07/2018,5.911,6.5,254
474331,Keep an Eye Out,04/07/2018,5.266,6.6,474
443463,Leave No Trace,29/06/2018,15.298,6.7,936
411143,Tau,29/06/2018,14.63,6.2,1021
478159,Patrick,29/06/2018,9.544,6.8,200
400155,Hotel Transylvania 3: Summer Vacation,28/06/2018,62.787,6.9,3647
426814,The Domestics,28/06/2018,11.796,6.2,353
400535,Sicario: Day of the Soldado,27/06/2018,51.988,6.9,2769
474335,Uncle Drew,27/06/2018,18.47,6.7,440
530254,The Witch: Part 1. The Subversion,27/06/2018,15.875,7.7,245
474051,Calibre,22/06/2018,7.891,6.5,503
467952,The Catcher Was a Spy,22/06/2018,6.356,6.3,226
396461,Under the Silver Lake,21/06/2018,13.047,6.4,974
399725,Ideal Home,21/06/2018,5.278,6.5,205
529531,Hannah Gadsby: Nanette,19/06/2018,6.288,8.1,225
475215,Mirai,16/06/2018,50.677,7.3,589
384677,Set It Up,15/06/2018,12.119,7,2237
514754,Bao,15/06/2018,8.959,7.6,930
260513,Incredibles 2,14/06/2018,103.503,7.5,11015
486947,The Guilty,14/06/2018,9.752,7.3,1335
500475,SuperFly,13/06/2018,17.655,6.8,308
470333,Hearts Beat Loud,08/06/2018,10.281,7,207
440298,Cold War,08/06/2018,8.776,7.5,1210
402900,Ocean's Eight,07/06/2018,47.732,7,7096
493922,Hereditary,07/06/2018,43.647,7.2,5816
406761,Hotel Artemis,07/06/2018,12.401,6,1261
502897,Leto,07/06/2018,5.645,7.5,248
500849,Boys Cry,07/06/2018,5.094,7,236
351286,Jurassic World: Fallen Kingdom,06/06/2018,532.889,6.6,9907
505192,Shoplifters,02/06/2018,10.306,7.9,1563
500664,Upgrade,31/05/2018,36.516,7.5,3387
429300,Adrift,31/05/2018,16.946,6.9,2266
481432,Happy as Lazzaro,31/05/2018,9.322,7.4,538
527246,How to Get Over a Breakup,31/05/2018,8.31,6.8,218
455980,Tag,30/05/2018,31.546,6.7,2554
417643,In Darkness,25/05/2018,8.187,6,401
448776,A Prayer Before Dawn,24/05/2018,21.159,6.8,445
461615,MFKZ,23/05/2018,7.611,7.1,222
348657,Woman at War,22/05/2018,8.402,7.2,310
297725,The Man Who Killed Don Quixote,19/05/2018,8.99,6.8,861
492719,Godzilla: City on the Edge of Battle,18/05/2018,19.206,6.5,246
425148,Show Dogs,18/05/2018,12.481,6,201
458737,First Reformed,18/05/2018,12.324,7,1081
502682,Book Club,18/05/2018,10.513,6.2,644
467956,The Professor,17/05/2018,21.925,6.9,864
491584,Burning,17/05/2018,11.82,7.4,1157
483184,Dogman,17/05/2018,8.677,7.6,1919
348350,Solo: A Star Wars Story,15/05/2018,46.054,6.6,7084
468362,The Angel,15/05/2018,9.239,6.7,242
527729,Asterix: The Secret of the Magic Potion,12/05/2018,15.307,6.9,984
454983,The Kissing Booth,11/05/2018,72.458,7.3,6511
383498,Deadpool 2,10/05/2018,139.01,7.5,14733
399796,Life of the Party,10/05/2018,17.256,6.2,866
520736,Loro 2,10/05/2018,4.366,7.2,344
487242,Suicide Squad: Hell to Pay,09/05/2018,38.651,7.1,469
401545,Everybody Knows,09/05/2018,10.516,6.5,784
407447,The Extraordinary Journey of the Fakir,09/05/2018,9.321,7,244
497814,Breaking In,05/05/2018,12.536,6,570
400579,Tully,04/05/2018,11.645,6.8,1195
519253,Forgive Us Our Debts,04/05/2018,5.349,6.1,259
489430,Terrified,03/05/2018,18.063,6.6,371
440626,Sobibor,03/05/2018,8.409,6.6,228
496704,Tremors: A Cold Day in Hell,01/05/2018,30.361,6,307
489939,Daphne & Velma,29/04/2018,13.782,6.3,207
507143,Candy Jar,27/04/2018,8.788,6.2,440
299536,Avengers: Infinity War,25/04/2018,304.427,8.3,24715
417670,Loro 1,24/04/2018,6.459,6.8,487
473149,Traffik,20/04/2018,18.361,6.2,387
460668,I Feel Pretty,19/04/2018,23.099,6.4,1838
513223,Perdida,19/04/2018,20.65,6.3,225
467632,Bad Samaritan,19/04/2018,15.524,6.7,535
451480,The Guernsey Literary & Potato Peel Pie Society,19/04/2018,9.886,7.5,1133
470918,Beast,18/04/2018,16.162,6.6,206
462148,Love Addict,18/04/2018,7.048,6.1,315
490445,Dumped,18/04/2018,5.843,6.2,289
511785,Alex Strangelove,16/04/2018,9.447,6.6,1417
454619,Overboard,13/04/2018,43.436,6.7,1167
515841,I Am Not an Easy Man,13/04/2018,10.362,6.3,891
425373,The Miracle Season,13/04/2018,8.939,7.3,253
460019,Truth or Dare,12/04/2018,57.193,6,3476
427641,Rampage,11/04/2018,69.157,6.4,5893
399248,Beirut,11/04/2018,10.835,6.3,435
456929,Champions,06/04/2018,14.805,7.6,607
515333,Amateur,06/04/2018,11.131,6.5,244
407890,Lean on Pete,06/04/2018,10.121,6.9,257
432301,Chappaquiddick,06/04/2018,8.896,6.1,216
477489,Just a Breath Away,04/04/2018,12.57,6.3,647
443009,"Don't Worry, He Won't Get Far on Foot",04/04/2018,10.743,6.7,533
447332,A Quiet Place,03/04/2018,57.298,7.4,11676
464502,Acrimony,30/03/2018,24.097,6.8,331
467936,The Children Act,29/03/2018,9.758,6.5,532
492355,Just Believe,29/03/2018,4.375,6.1,278
333339,Ready Player One,28/03/2018,107.402,7.6,12955
508642,Gonjiam: Haunted Asylum,28/03/2018,19.609,7.3,367
354279,Charming,26/03/2018,12.38,6.5,211
476968,"Paul, Apostle of Christ",23/03/2018,43.966,7.5,256
399174,Isle of Dogs,23/03/2018,14.651,7.9,3892
419478,Midnight Sun,22/03/2018,32.558,7.8,2985
268896,Pacific Rim: Uprising,21/03/2018,158.1,6.1,4017
453278,The Rider,21/03/2018,10.074,7.3,373
469055,In the Game,21/03/2018,4.836,6.6,214
407439,Mary Magdalene,15/03/2018,42.9,6.4,446
492353,Put Grandma in the Freezer,15/03/2018,8.668,6.2,618
476299,Ghostland,14/03/2018,34.66,7.3,1870
437557,Blockers,14/03/2018,28.798,6.3,1687
458534,Rolling to You,14/03/2018,15.609,6.5,660
508933,Ricky Gervais: Humanity,13/03/2018,8.848,7.8,326
500634,6 Balloons,12/03/2018,8.388,6.1,210
508018,The Warning,10/03/2018,7.879,6,328
397722,Thoroughbreds,09/03/2018,13.986,6.4,910
500006,Utøya: July 22,09/03/2018,9.7,7.3,265
199928,The Outsider,09/03/2018,7.455,6.2,484
457955,The Night Eats the World,07/03/2018,14.397,6,495
338970,Tomb Raider,05/03/2018,33.277,6.4,6709
395990,Death Wish,02/03/2018,27.675,6.1,2159
495193,Benji,02/03/2018,13.486,7,253
477033,Errementari: The Blacksmith and the Devil,02/03/2018,11.602,6.4,439
353066,The Vanishing of Sidney Hall,02/03/2018,8.239,6.7,201
401981,Red Sparrow,28/02/2018,38.806,6.5,5176
476292,Maquia: When the Promised Flower Blooms,24/02/2018,66.759,8.3,458
300668,Annihilation,22/02/2018,33.44,6.4,7167
465136,Every Day,22/02/2018,32.001,7.2,1976
445571,Game Night,22/02/2018,22.411,6.8,4877
502074,Sconnessi,22/02/2018,5.193,6,212
467660,Unsane,21/02/2018,8.626,6.3,1277
548066,Level 16,20/02/2018,23.077,6.8,455
483980,Z-O-M-B-I-E-S,16/02/2018,30.267,7.4,506
449176,"Love, Simon",16/02/2018,30.266,8.1,5372
450489,Irreplaceable You,16/02/2018,12.693,7,631
470878,I Can Only Imagine,14/02/2018,52.551,7.5,370
486101,A casa tutti bene,14/02/2018,12.169,6.2,642
457435,Return of the Hero,14/02/2018,7.403,6.2,442
284054,Black Panther,13/02/2018,75.019,7.4,19125
416494,Status Update,09/02/2018,45.466,7.4,414
433310,When We First Met,09/02/2018,12.487,6.6,2057
467938,Revenge,07/02/2018,22.946,6.4,1405
381719,Peter Rabbit,07/02/2018,22.552,6.7,1447
455236,Accident Man,06/02/2018,15.965,6,332
475094,The Captain,02/02/2018,11.715,7.2,320
459910,Braven,01/02/2018,21.166,6.2,828
418879,The Current War,01/02/2018,14.827,6.6,839
452015,Psychokinesis,31/01/2018,18.272,6.2,234
417261,Forever My Girl,26/01/2018,56.222,7.6,983
387592,Early Man,26/01/2018,11.202,6.2,655
338768,Please Stand By,26/01/2018,8.77,6.9,377
432527,Padmaavat,25/01/2018,10.963,6.9,203
451657,Custody,25/01/2018,7.057,7.6,498
391710,A Futile and Stupid Gesture,24/01/2018,7.337,6.5,266
499631,Fabrizio De André: Principe libero,23/01/2018,5.133,7.4,310
419831,I Kill Giants,21/01/2018,18.1,6.2,1012
429417,Ghost Stories,20/01/2018,13.17,6.5,988
369523,The Tale,20/01/2018,12.059,7.1,342
489925,Eighth Grade,19/01/2018,11.861,7.2,1199
431072,Step Sisters,19/01/2018,11.028,6.5,409
391714,On Chesil Beach,19/01/2018,6.959,6.2,298
449443,Den of Thieves,18/01/2018,39.539,6.7,2330
337167,Fifty Shades Freed,17/01/2018,108.922,6.7,6898
429351,12 Strong,16/01/2018,27.204,6.2,2335
471474,Batman: Gotham by Gaslight,12/01/2018,18.267,6.7,556
399035,The Commuter,11/01/2018,35.778,6.3,3769
486070,Blessed Madness,11/01/2018,6.609,6.1,359
336843,Maze Runner: The Death Cure,10/01/2018,135.065,7.1,6430
433150,The Invisible Boy: Second Generation,04/01/2018,5.8,6.4,258
406563,Insidious: The Last Key,03/01/2018,39.958,6.2,2248
460059,Burn Out,03/01/2018,14.689,6.8,308
449749,The Leisure Seeker,03/01/2018,8.922,7.1,404
492282,Like a Cat on a Highway,28/12/2017,14.251,6.5,809
485894,Naples in Veils,28/12/2017,6.524,6.2,403
487491,"Fala Sério, Mãe!",28/12/2017,4.555,7.3,208
435577,The 12th Man,25/12/2017,18.349,7.3,398
400617,Phantom Thread,25/12/2017,11.401,7.3,2907
400106,Bright,22/12/2017,26.382,6.2,4913
384680,Hostiles,22/12/2017,18.232,6.9,1867
446791,All the Money in the World,21/12/2017,12.732,6.5,1913
427033,This Crazy Heart,21/12/2017,7.534,7.4,232
316029,The Greatest Showman,20/12/2017,31.51,7.9,8136
353616,Pitch Perfect 3,20/12/2017,25.105,6.6,2916
432616,Promise at Dawn,20/12/2017,6.539,7.4,363
449755,Christmas Inheritance,15/12/2017,12.451,6.3,736
397567,Along with the Gods: The Two Worlds,14/12/2017,53.738,8.1,563
438259,Journey's End,14/12/2017,10.302,6.2,222
181808,Star Wars: The Last Jedi,13/12/2017,85.42,6.9,13068
353486,Jumanji: Welcome to the Jungle,09/12/2017,63.928,6.8,11763
364689,Ferdinand,09/12/2017,59.123,7.2,2381
389015,"I, Tonya",08/12/2017,21.313,7.5,4832
451500,Christmas & Co.,06/12/2017,9.186,6.3,491
487702,F*&% the Prom,05/12/2017,7.693,6,363
399055,The Shape of Water,01/12/2017,26.199,7.2,10663
435126,Perfect Strangers,01/12/2017,21.91,6.7,556
359940,"Three Billboards Outside Ebbing, Missouri",01/12/2017,16.078,8.1,8545
429189,Wonder Wheel,01/12/2017,10.683,6.4,1151
439584,I Can Quit Whenever I Want 3: Ad Honorem,30/11/2017,6.857,7.4,863
488623,Forgotten,29/11/2017,16.654,8,644
423646,In the Fade,23/11/2017,9.448,6.9,674
399404,Darkest Hour,22/11/2017,17.132,7.4,4347
452187,Le Brio,22/11/2017,8.697,7,759
449574,Godzilla: Planet of the Monsters,17/11/2017,18.39,6.3,365
413362,"Roman J. Israel, Esq.",17/11/2017,15.563,6.3,1019
483104,A Christmas Prince,17/11/2017,11.777,6.6,1282
436459,Almost Friends,17/11/2017,11.709,6.5,215
435129,The Breadwinner,17/11/2017,10.721,7.9,616
437036,The Motive,17/11/2017,6.945,6.2,226
414425,Mudbound,16/11/2017,8.566,7.4,1033
141052,Justice League,15/11/2017,61.769,6.1,11375
355547,The Star,15/11/2017,13.567,6.2,424
406997,Wonder,13/11/2017,32.149,8.2,6853
429733,Mayhem,10/11/2017,13.6,6.5,498
444539,The Bookshop,10/11/2017,10.774,6.5,340
346648,Paddington 2,09/11/2017,43.743,7.5,1723
419680,Daddy's Home 2,09/11/2017,25.773,6.3,2090
398181,You Were Never Really Here,08/11/2017,16.396,6.5,2267
528491,WHAT DID JACK DO?,08/11/2017,7.709,6.4,359
430231,The Endless,05/11/2017,10.617,6.3,791
513434,One Cut of the Dead,04/11/2017,11.08,7.7,504
468198,The Place,04/11/2017,7.569,7.1,1082
434203,Newness,03/11/2017,29.321,6.1,524
392044,Murder on the Orient Express,03/11/2017,27.531,6.7,8413
445040,My Friend Dahmer,03/11/2017,13.335,6.5,396
419709,Last Flag Flying,03/11/2017,8.107,6.7,357
466876,Gnome Alone,02/11/2017,11.266,6.2,201
484510,Trolls Holiday,01/11/2017,23.606,6.7,401
427348,Carbone,01/11/2017,7.646,6.8,331
354912,Coco,27/10/2017,188.064,8.2,15739
460793,Olaf's Frozen Adventure,27/10/2017,28.117,6.4,1275
452970,Mazinger Z: Infinity,27/10/2017,24.003,6.7,246
399366,Marrowbone,27/10/2017,14.5,7.2,1113
472454,Ayla: The Daughter of War,27/10/2017,10.276,8.2,264
298250,Jigsaw,26/10/2017,30.807,6.2,2973
437670,Suck Me Shakespeer 3,26/10/2017,12.152,6.1,337
347629,Thank You for Your Service,26/10/2017,11.823,6.5,272
468202,The Girl in the Fog,26/10/2017,10.899,6.8,864
432613,"Marry Me, Dude",25/10/2017,13.857,6.3,832
430424,See You Up There,25/10/2017,9.681,7.9,1056
284053,Thor: Ragnarok,24/10/2017,192.22,7.6,17724
428399,Cold Skin,20/10/2017,29.102,6.2,452
399057,The Killing of a Sacred Deer,20/10/2017,15.899,7,2947
471014,Wheelman,20/10/2017,12.534,6.1,507
402897,The Death of Stalin,20/10/2017,11.356,7,1444
300687,Same Kind of Different as Me,20/10/2017,9.336,6.9,210
413857,Tragedy Girls,20/10/2017,7.667,6,243
438348,Knock,18/10/2017,9.67,6.3,380
396493,Creep 2,14/10/2017,12.957,6.3,579
274855,Geostorm,13/10/2017,37.122,6.1,3955
419479,The Babysitter,13/10/2017,30.246,6.1,2914
420622,Professor Marston and the Wonder Women,13/10/2017,20.157,7.3,707
407445,Breathe,13/10/2017,18.591,7.4,620
451751,American Satan,13/10/2017,11.36,7.4,208
383709,Wonderstruck,13/10/2017,10.851,6.1,346
396398,The Meyerowitz Stories (New and Selected),13/10/2017,10.238,6.5,955
392982,Marshall,13/10/2017,9.762,7.3,497
440021,Happy Death Day,12/10/2017,33.495,6.6,5235
425336,Loving Pablo,12/10/2017,16.892,6.3,862
450322,The Man Who Invented Christmas,12/10/2017,13.598,6.8,655
433808,The Ritual,11/10/2017,21.408,6.2,2304
398588,Dismissed,08/10/2017,7.191,6.6,239
406994,Better Watch Out,06/10/2017,19.876,6.7,1138
425972,Cargo,06/10/2017,18.716,6.4,1427
394117,The Florida Project,06/10/2017,11.419,7.4,2211
341689,How to Talk to Girls at Parties,06/10/2017,8.988,6.1,300
462883,Woody Woodpecker,05/10/2017,50.486,6.7,587
335360,My Little Pony: The Movie,05/10/2017,24.636,7.2,304
290512,The Mountain Between Us,05/10/2017,22.878,6.6,1922
335984,Blade Runner 2049,04/10/2017,59.454,7.5,10784
432068,C'est la vie!,04/10/2017,9.649,6.9,1217
464889,Sniper: Ultimate Kill,03/10/2017,18.817,6.5,225
457262,Rip Tide,03/10/2017,12.68,6.1,418
444090,The Ash Lad: In the Hall of the Mountain King,29/09/2017,23.071,6.7,225
343674,Gerald's Game,29/09/2017,20.746,6.4,3016
418680,Goodbye Christopher Robin,29/09/2017,13.181,7.1,689
426338,Holy Camp!,29/09/2017,10.701,6.8,315
407449,Lucky,29/09/2017,8.996,7.3,436
396940,Super Dark Times,29/09/2017,8.397,6.5,502
433252,Our Souls at Night,29/09/2017,7.986,6.6,367
379149,The Foreigner,28/09/2017,32.106,6.8,1983
390061,Mark Felt: The Man Who Brought Down the White House,28/09/2017,15.606,6.1,416
475946,Blade Runner: Black Out 2022,26/09/2017,9.319,7.2,286
398175,Brawl in Cell Block 99,23/09/2017,13.188,7,1055
395991,Only the Brave,22/09/2017,23.313,7.4,1202
395993,Stronger,22/09/2017,13.982,7,1260
369192,Battle of the Sexes,22/09/2017,10.557,6.8,1578
438740,Salyut-7,22/09/2017,7.547,7.2,365
274862,The Lego Ninjago Movie,21/09/2017,24.496,6.5,814
343668,Kingsman: The Golden Circle,20/09/2017,64.818,7,8660
401898,Thelma,15/09/2017,18.403,6.8,756
415842,American Assassin,14/09/2017,18.917,6.3,2484
425980,Brad's Status,14/09/2017,8.075,6.2,304
468284,The Insult,14/09/2017,7.551,7.5,373
475759,2048: Nowhere to Run,14/09/2017,7.5,6.9,238
381283,mother!,13/09/2017,22.798,7,5717
423899,Victoria & Abdul,13/09/2017,9.868,7,1025
415401,The Party,13/09/2017,7.414,6.4,412
423949,Unicorn Store,11/09/2017,11.542,6,752
419743,Disobedience,10/09/2017,29.988,6.9,928
391713,Lady Bird,08/09/2017,21.79,7.3,7061
419635,Kodachrome,08/09/2017,8.305,6.8,325
395814,Rememory,08/09/2017,7.868,6.1,351
397538,Borg vs McEnroe,08/09/2017,7.426,7,976
433498,Papillon,07/09/2017,16.575,7.3,1494
427900,Home Again,07/09/2017,16.055,6.1,1062
337676,"Mektoub, My Love: Canto Uno",07/09/2017,12.167,6.7,255
432836,Memoir of a Murderer,07/09/2017,8.768,7.4,204
346364,It,06/09/2017,78.207,7.2,16502
419835,Crooked House,06/09/2017,10.648,6.4,749
398818,Call Me by Your Name,01/09/2017,84.139,8.2,10259
437033,Toc Toc,01/09/2017,19.422,7.1,1028
428493,God's Own Country,01/09/2017,17.039,7.8,716
473072,2036: Nexus Dawn,30/08/2017,8.492,6.9,279
467248,Bring It On: Worldwide #Cheersmack,29/08/2017,21.257,6.1,201
441701,Veronica,25/08/2017,18.651,6.2,1419
401246,The Square,25/08/2017,11.316,6.8,1151
426238,Beach Rats,25/08/2017,8.528,5.9,430
454699,Monster Family,24/08/2017,24.978,5.9,273
429210,Bingo: The King of the Mornings,24/08/2017,7.408,8,311
451945,BPM (Beats per Minute),23/08/2017,9.684,7.8,1176
431819,Fireworks,18/08/2017,61.456,6.5,253
406990,What Happened to Monday,18/08/2017,37.271,7.2,5257
337170,American Made,18/08/2017,26.8,6.8,3632
399170,Logan Lucky,17/08/2017,18.015,6.7,2877
446131,Madame,17/08/2017,7.87,6,243
390043,The Hitman's Bodyguard,16/08/2017,57.284,6.9,5150
408648,Batman and Harley Quinn,14/08/2017,20.261,6.2,485
464737,The End?,14/08/2017,11.352,6.1,335
429200,Good Time,11/08/2017,17.089,7.2,2261
335777,The Nut Job 2: Nutty by Nature,11/08/2017,14.73,6,327
336000,The Glass Castle,11/08/2017,13.872,7.1,623
411741,Ingrid Goes West,11/08/2017,11.192,6.4,773
332283,Mary Shelley,06/08/2017,14.435,7,858
431530,A Bad Moms Christmas,04/08/2017,19.715,6.3,1747
414453,Columbus,04/08/2017,9.836,7.1,276
396422,Annabelle: Creation,03/08/2017,61.784,6.6,4741
395834,Wind River,03/08/2017,19.94,7.4,4187
437068,A Taxi Driver,02/08/2017,11.319,8.1,665
468302,Love and Bullets,01/08/2017,6.925,6.6,230
407448,Detroit,28/07/2017,10.823,7.3,1392
95608,The Only Living Boy in New York,27/07/2017,20.046,6.4,246
403431,Brigsby Bear,27/07/2017,8.841,7.2,303
341013,Atomic Blonde,26/07/2017,22.483,6.4,5415
413644,The Son of Bigfoot,26/07/2017,19.764,6.6,386
417320,Descendants 2,21/07/2017,46.578,7.4,1352
417870,Girls Trip,21/07/2017,27.069,6.8,1332
339964,Valerian and the City of a Thousand Planets,20/07/2017,43.234,6.6,6390
374720,Dunkirk,19/07/2017,34.67,7.5,14103
436274,Radius,17/07/2017,15.848,6.6,479
433945,Tokyo Ghoul,16/07/2017,35.033,7,295
436931,Pokémon the Movie: I Choose You!,15/07/2017,109.26,7,513
445030,No Game No Life: Zero,15/07/2017,45.767,7.9,281
339692,Shot Caller,13/07/2017,22.082,6.9,1671
257785,Tulip Fever,13/07/2017,16.781,6.5,577
281338,War for the Planet of the Apes,11/07/2017,65.737,7.1,7373
347984,6 Days,09/07/2017,12.672,6,575
430447,Mary and The Witch's Flower,08/07/2017,13.433,7.1,616
315635,Spider-Man: Homecoming,05/07/2017,135.888,7.4,18673
404733,Overdrive,29/06/2017,23.414,6.1,788
339403,Baby Driver,28/06/2017,62.743,7.5,13251
387426,Okja,28/06/2017,17.701,7.4,3627
390062,Jungle,27/06/2017,24.578,6.6,1561
416186,Godard Mon Amour,24/06/2017,5.842,6.7,281
339877,Loving Vincent,22/06/2017,14.791,8.1,2081
453191,The Big Bad Fox and Other Tales,21/06/2017,10.755,7.7,221
399031,Happy End,21/06/2017,8.083,6.1,304
428495,The Nile Hilton Incident,19/06/2017,7.836,6.6,279
335988,Transformers: The Last Knight,16/06/2017,88.92,6.1,5019
293768,Kidnap,16/06/2017,18.629,6.2,1115
382614,The Book of Henry,16/06/2017,16.788,7.5,1141
411999,OtherLife,16/06/2017,10.796,6.4,312
433471,Lou,16/06/2017,7.877,7.6,302
260514,Cars 3,15/06/2017,128.478,6.8,4542
324852,Despicable Me 3,15/06/2017,89.527,6.4,6001
461955,Rakka,14/06/2017,8.84,7.1,239
432087,Back to Burgundy,14/06/2017,7.142,6.9,396
402529,All Eyez on Me,12/06/2017,29.674,6.7,1034
424488,Megan Leavey,09/06/2017,15.568,7.3,618
435707,Skins,09/06/2017,9.465,6.6,410
437109,The Villainess,08/06/2017,29.081,6.9,515
339987,The Exception,02/06/2017,16.974,6.9,352
268531,Captain Underpants: The First Epic Movie,01/06/2017,25.334,6.2,970
429174,Loveless,01/06/2017,10.272,7.4,605
455661,In a Heartbeat,01/06/2017,6.688,8.1,909
297762,Wonder Woman,30/05/2017,79.332,7.2,17717
400136,Resident Evil: Vendetta,27/05/2017,33.245,6.9,749
