id,title,release_date,popularity,vote_average,vote_count
186161,The Gilded Cage,19/04/2013,6.478,6.8,282
174323,G.B.F.,19/04/2013,0.6,6,369
68721,Iron Man 3,18/04/2013,110.748,6.9,19512
134374,Pain & Gain,18/04/2013,53.369,6.2,3748
143049,Adult World,18/04/2013,13.412,6.1,319
183836,The Brats,17/04/2013,7.424,6.1,448
75612,Oblivion,10/04/2013,27.614,6.6,9263
109428,Evil Dead,05/04/2013,37.34,6.5,3662
132344,Before Midnight,05/04/2013,8.905,7.5,1856
145197,Upstream Color,05/04/2013,6.967,6.5,605
111190,Adore,03/04/2013,16.681,6.1,824
182415,"White as Milk, Red as Blood",02/04/2013,7.2,6.3,580
168055,Love Is in the Air,02/04/2013,7.091,6,356
126963,Dragon Ball Z: Battle of Gods,30/03/2013,178.982,6.8,1217
180147,We Are the Nobles,28/03/2013,37.433,7.9,398
68727,Trance,27/03/2013,11.197,6.6,1864
168138,The Last Days,27/03/2013,9.965,6,274
72710,The Host,22/03/2013,23.916,6.3,3565
140222,Love and Honor,22/03/2013,7.036,6.1,313
182127,Ip Man: The Final Fight,22/03/2013,2.499,6.1,323
233639,Windstorm,21/03/2013,10.508,7.4,229
178915,Welcome Mr. President!,21/03/2013,6.223,6.2,596
117263,Olympus Has Fallen,20/03/2013,57.154,6.4,5713
49519,The Croods,15/03/2013,79.819,6.9,6009
172386,Return to Nim's Island,15/03/2013,12.629,6.4,508
178682,The Wizards Return: Alex vs. Alex,15/03/2013,12.429,7,630
158011,The Call,14/03/2013,33.578,6.8,2521
97367,The Place Beyond the Pines,14/03/2013,15.935,6.9,4113
175774,Ruby Red,14/03/2013,13.874,7,1008
175116,Out of the Blue,14/03/2013,6.879,6,278
183662,Crush,13/03/2013,15.302,5.9,265
172106,Jappeloup,13/03/2013,5.941,7.1,339
102362,Dead Man Down,08/03/2013,10.811,6.1,1228
175291,Cheap Thrills,08/03/2013,6.944,6.4,339
160139,Night Train to Lisbon,07/03/2013,9.922,6.5,320
173847,Amiche da morire,07/03/2013,6.547,6.4,229
173185,It Boy,06/03/2013,28.231,6.3,1016
86825,Stoker,28/02/2013,15.294,6.6,1867
171337,Siberian Education,27/02/2013,6.874,6.9,474
145135,Dark Skies,21/02/2013,23.723,6.3,1493
166666,3096 Days,21/02/2013,18.244,7.5,680
134411,Snitch,21/02/2013,15.02,6,2030
165213,New World,21/02/2013,11.759,7.4,315
174733,Metro,21/02/2013,7.031,6.8,272
168903,Barbie in the Pink Shoes,14/02/2013,36.144,6.9,291
109491,Beautiful Creatures,13/02/2013,23.91,6,2556
113148,Prince Avalanche,13/02/2013,6.236,6.2,226
200481,The Blue Umbrella,12/02/2013,9.673,7.6,448
41602,Charlie Countryman,09/02/2013,8.743,6.5,504
170354,The Unlikely Prince,09/02/2013,6.298,6.1,595
112949,Safe Haven,07/02/2013,13.664,7.2,2062
109421,Side Effects,07/02/2013,9.428,6.6,2642
144288,Berserk: The Golden Age Arc III - The Advent,01/02/2013,39.723,7.6,247
170657,Journey to the West: Conquering the Demons,01/02/2013,17.912,6.9,267
82654,Warm Bodies,31/01/2013,20.531,6.4,5414
179826,Odd Thomas,29/01/2013,60.248,6.9,1014
75761,John Dies at the End,25/01/2013,8.565,6.4,527
153738,Frankenstein's Army,24/01/2013,8.195,6.2,200
195544,Crazy Me,24/01/2013,6.021,6.2,218
119283,Parker,23/01/2013,40.438,6,2588
158445,Miracle in Cell No. 7,23/01/2013,12.755,8,340
156700,The Kings of Summer,19/01/2013,13.43,7,946
158907,Breathe In,18/01/2013,8.855,6,268
367412,Whiplash,18/01/2013,6.766,7.9,254
60304,Hansel & Gretel: Witch Hunters,17/01/2013,78.232,6,5909
132232,Mama,17/01/2013,33.096,6.2,3577
76640,The Last Stand,12/01/2013,15.786,6,2331
44865,The Grandmaster,10/01/2013,21.745,6.5,682
82682,Gangster Squad,10/01/2013,19.297,6.3,3495
157820,Mood Indigo,10/01/2013,6.928,6.2,515
142061,"Batman: The Dark Knight Returns, Part 2",03/01/2013,23.395,8,1143
152742,The Best Offer,01/01/2013,13.628,7.9,2426
103620,Maniac,26/12/2012,10.488,6,729
68718,Django Unchained,25/12/2012,62.614,8.1,22587
154030,The Tower,25/12/2012,8.221,7,217
111083,The Body,21/12/2012,12.882,7.6,991
75780,Jack Reacher,20/12/2012,56.096,6.6,5834
98567,Chinese Zodiac,20/12/2012,35.51,6.1,654
97630,Zero Dark Thirty,19/12/2012,17.071,7,3764
82695,Les Misérables,18/12/2012,17.536,7.3,4618
176983,One Piece Film: Z,15/12/2012,38.798,7.5,393
121824,Stand Up Guys,14/12/2012,9.657,6,751
126319,Ernest & Celestine,12/12/2012,9.802,7.8,464
93837,So Undercover,06/12/2012,34.084,6.2,1008
121674,Great Expectations,30/11/2012,10.019,6.4,294
117974,Sightseers,30/11/2012,6.015,6.3,391
136403,Populaire,27/11/2012,8.098,6.6,462
49051,The Hobbit: An Unexpected Journey,26/11/2012,96.422,7.3,15995
112336,Hitchcock,22/11/2012,9.333,6.5,1271
81188,Rise of the Guardians,21/11/2012,48.091,7.4,5662
143567,Just Like Brothers,21/11/2012,5.481,6.6,219
87827,Life of Pi,20/11/2012,40.519,7.4,11585
75629,Evangelion: 3.0 You Can (Not) Redo,17/11/2012,25.332,7.4,543
82693,Silver Linings Playbook,16/11/2012,29.187,7.1,10548
50620,The Twilight Saga: Breaking Dawn - Part 2,13/11/2012,100.298,6.5,7689
72976,Lincoln,09/11/2012,14.781,6.9,3214
140212,Confession of Murder,08/11/2012,7.249,7.3,223
130267,Seal Team Six: The Raid on Osama Bin Laden,04/11/2012,6.617,5.9,228
87502,Flight,02/11/2012,20.056,6.8,5076
140420,Paperman,02/11/2012,7.333,8,1496
128246,A Werewolf Boy,31/10/2012,16.926,7.7,207
83542,Cloud Atlas,26/10/2012,19.551,6.9,6148
37724,Skyfall,25/10/2012,62.34,7.2,13528
103663,The Hunt,25/10/2012,18.03,8.1,3082
82684,Chasing Mavericks,25/10/2012,10.039,7,464
142320,Viva l'Italia,25/10/2012,6.705,6.3,312
84199,The First Time,19/10/2012,19.72,7,1921
97051,Would You Rather,14/10/2012,11.338,6,760
177221,The Battery,13/10/2012,6.361,6.2,205
138038,Girl vs. Monster,12/10/2012,18.148,6.4,236
86838,Seven Psychopaths,12/10/2012,13.647,6.8,3186
87826,Here Comes the Boom,11/10/2012,15.241,6.2,1214
137182,The Broken Circle Breakdown,09/10/2012,8.599,7.7,895
154441,Till Luck Do Us Part,05/10/2012,6.867,6.4,261
62214,Frankenweenie,04/10/2012,35.115,6.9,2694
159121,Paulette,04/10/2012,6.505,6.5,340
116979,Chained,02/10/2012,8.828,6.7,346
114150,Pitch Perfect,28/09/2012,31.587,7.3,5812
82675,Taken 2,27/09/2012,87.066,6.3,5681
58244,Upside Down,27/09/2012,15.229,6.2,2191
59967,Looper,26/09/2012,32.78,6.9,8902
121875,In the House,26/09/2012,9.012,7.3,671
118293,The Suicide Shop,26/09/2012,7.332,6.4,482
133121,Resident Evil: Damnation,25/09/2012,40.977,6.9,643
133694,Promised Land,23/09/2012,9.702,6.3,569
134597,The Collection,21/09/2012,16.653,6.3,798
87825,Trouble with the Curve,21/09/2012,13.973,6.9,1230
118628,English Vinglish,21/09/2012,6.628,7.2,206
76492,Hotel Transylvania,20/09/2012,59.716,7,7389
84892,The Perks of Being a Wallflower,20/09/2012,29.7,7.8,8987
86837,Amour,20/09/2012,13.49,7.8,1312
77016,End of Watch,20/09/2012,13.219,7.3,2620
139651,Haute Cuisine,17/09/2012,7.057,6.3,214
130925,Partysaurus Rex,14/09/2012,13.977,7.2,374
84306,Liberal Arts,14/09/2012,7.815,6.4,447
60599,Arbitrage,14/09/2012,7.339,6.3,680
129533,Barbie: The Princess & The Popstar,13/09/2012,39.56,7.1,480
119569,Marvel One-Shot: Item 47,13/09/2012,31.761,6.5,371
121642,Twice Born,13/09/2012,8.393,7.3,397
127501,Barfi!,13/09/2012,6.683,7.5,242
84194,Excision,12/09/2012,8.782,6.2,437
127521,6 Bullets,11/09/2012,27.462,6.1,260
128136,My Awkward Sexual Adventure,11/09/2012,10.154,6.9,291
127517,Disconnect,11/09/2012,6.861,7.1,939
80278,The Impossible,09/09/2012,18.299,7.4,5408
102780,Byzantium,09/09/2012,7.093,6.3,680
127867,The Brass Teapot,08/09/2012,9.501,6.1,403
121826,Quartet,08/09/2012,8.021,6.5,310
91739,Much Ado About Nothing,08/09/2012,7.062,6.9,232
49049,Dredd,07/09/2012,15.554,6.8,4146
68722,The Master,07/09/2012,11.117,7.2,2409
83686,The Words,07/09/2012,9.7,6.6,961
96724,Anna Karenina,06/09/2012,13.362,6.7,1980
87496,The Company You Keep,06/09/2012,9.189,6.2,569
123377,Pietà,05/09/2012,7.437,7.1,274
83186,Wrong,05/09/2012,5.776,6.3,261
126250,Love Is All You Need,04/09/2012,7.543,5.9,235
105965,Beverly Hills Chihuahua 3: Viva la Fiesta!,03/09/2012,59.56,6.2,206
68812,The Iceman,01/09/2012,24.529,6.5,827
129112,Wadjda,31/08/2012,7.645,7.3,392
77883,The Possession,30/08/2012,14.01,6,1338
116811,Berberian Sound Studio,30/08/2012,7.229,6,261
82633,Lawless,29/08/2012,28.789,7,2594
81446,The Baytown Outlaws,27/08/2012,21.892,6.1,243
127533,Rurouni Kenshin Part I: Origins,25/08/2012,24.771,7.6,602
49526,Premium Rush,24/08/2012,13.583,6.3,1769
70667,Kon-Tiki,24/08/2012,9.372,6.9,580
489412,It's Such a Beautiful Day,24/08/2012,8.764,8,201
106021,Erased,23/08/2012,12.546,6,589
84188,Compliance,23/08/2012,9.605,6.4,532
109584,Broken,22/08/2012,8.481,6.9,212
123025,"Batman: The Dark Knight Returns, Part 1",21/08/2012,26.234,7.8,1239
75258,Secret of the Wings,17/08/2012,59.087,7.1,951
84329,Robot & Frank,16/08/2012,7.695,7,898
71864,The Odd Life of Timothy Green,15/08/2012,12.725,7,1010
121734,"Tad, the Lost Explorer",10/08/2012,30.904,6,424
84204,Grabbers,10/08/2012,6.9,6.1,346
76163,The Expendables 2,08/08/2012,53.083,6.3,5728
49040,The Bourne Legacy,08/08/2012,29.933,6.2,4899
82696,Hope Springs,07/08/2012,8.73,6.2,662
110398,No,07/08/2012,7.109,7.2,347
77174,ParaNorman,03/08/2012,37.077,6.9,2083
84184,Celeste & Jesse Forever,03/08/2012,8.256,6.4,374
64635,Total Recall,02/08/2012,47.807,6,4685
82650,Diary of a Wimpy Kid: Dog Days,02/08/2012,21.172,6.3,755
121835,Lore,02/08/2012,6.443,6.9,236
64689,Killing Them Softly,30/07/2012,11.3,6,1709
118406,Road to Ninja: Naruto the Movie,28/07/2012,92.207,7.6,680
84348,V/H/S,28/07/2012,14.59,6.1,1157
85446,Step Up Revolution,26/07/2012,29.742,6.9,1822
103332,Ruby Sparks,25/07/2012,16.538,7.1,1330
124157,The Thieves,25/07/2012,11.247,6.7,226
110420,Wolf Children,21/07/2012,41.117,8.3,1786
49026,The Dark Knight Rises,16/07/2012,87.164,7.8,19568
120605,The Punisher: Dirty Laundry,16/07/2012,7.076,7.1,289
116440,Maggie Simpson in The Longest Daycare,12/07/2012,8.952,6.9,292
82525,Savages,06/07/2012,11.012,6.4,1855
101731,The Magic of Belle Isle,06/07/2012,8.24,7,313
104859,Mac & Devin Go to High School,03/07/2012,24.34,6.4,336
130739,A Coffee in Berlin,03/07/2012,8.603,7.1,271
103328,Holy Motors,02/07/2012,10.627,7.1,901
72105,Ted,29/06/2012,94.795,6.4,10635
98548,People Like Us,29/06/2012,9.365,6.8,517
84175,Beasts of the Southern Wild,29/06/2012,8.347,6.8,880
77930,Magic Mike,28/06/2012,16.033,6.1,2544
57800,Ice Age: Continental Drift,27/06/2012,78.422,6.3,6449
121936,Happiness Never Comes Alone,27/06/2012,7.03,6.1,386
1930,The Amazing Spider-Man,23/06/2012,177.386,6.7,14951
118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,23/06/2012,16.805,7.5,259
109689,I Want You,22/06/2012,73.07,7.3,1528
88005,Seeking a Friend for the End of the World,22/06/2012,15.681,6.6,1710
117691,Gangs of Wasseypur - Part 1,22/06/2012,7.904,7.2,264
62177,Brave,21/06/2012,81.635,7,11562
115290,Blue Lagoon: The Awakening,16/06/2012,21.771,6.5,1201
114955,Let It Shine,15/06/2012,11.587,6.9,254
80585,Rock of Ages,13/06/2012,16.939,6.2,1056
103269,Superman vs. The Elite,12/06/2012,14.426,6.9,300
89185,Radio Rebel,09/06/2012,11.086,6.2,741
84332,Safety Not Guaranteed,08/06/2012,12.243,6.8,1162
80321,Madagascar 3: Europe's Most Wanted,06/06/2012,69.568,6.6,5128
133931,Zambezia,05/06/2012,19.343,6,229
103747,The Angels' Share,01/06/2012,6.513,7,440
126277,American Mary,31/05/2012,7.51,6.1,396
70981,Prometheus,30/05/2012,71.446,6.5,10265
58595,Snow White and the Huntsman,30/05/2012,50.608,6,7027
90369,Now Is Good,25/05/2012,10.589,7.4,1000
41154,Men in Black 3,23/05/2012,59.659,6.5,8899
115210,Stitches,19/05/2012,21.229,6.4,331
110160,Laurence Anyways,18/05/2012,8.42,7.7,719
76494,What to Expect When You're Expecting,17/05/2012,15.568,6,1595
97365,Rust and Bone,17/05/2012,7.341,7.2,1149
83666,Moonrise Kingdom,16/05/2012,15.066,7.7,4906
76493,The Dictator,15/05/2012,30.073,6.1,4842
62213,Dark Shadows,09/05/2012,60.874,6,6254
103758,Reality,04/05/2012,6.709,7.2,259
113947,The Sessions,02/05/2012,8.731,6.9,448
92591,Bernie,27/04/2012,7.518,6.6,728
24428,The Avengers,25/04/2012,230.172,7.7,27015
112198,What's in a Name,25/04/2012,6.107,7.3,1380
100271,A Letter to Momo,21/04/2012,13.485,7.4,284
87440,Struck by Lightning,20/04/2012,7.144,6.3,206
77877,The Lucky One,19/04/2012,18.559,7.1,3022
72387,Safe,16/04/2012,29.512,6.5,1989
67660,Think Like a Man,16/04/2012,12.333,6.9,715
96714,Diaz - Don't Clean Up This Blood,13/04/2012,6.779,7.2,374
22970,The Cabin in the Woods,12/04/2012,57.605,6.6,6563
71552,American Reunion,04/04/2012,66.415,6.3,3818
85373,StreetDance 2,30/03/2012,12.784,6.1,332
82507,Sinister,29/03/2012,40.884,6.8,4401
88273,A Royal Affair,29/03/2012,10.428,7.4,712
94329,The Raid,22/03/2012,24.611,7.4,2680
68734,Argo,22/03/2012,15.049,7.3,7118
86597,The Tall Man,19/03/2012,8.363,6,946
97899,A Magnificent Haunting,16/03/2012,5.971,6.5,206
80389,Get the Gringo,15/03/2012,34.312,6.5,1327
64688,21 Jump Street,14/03/2012,40.023,6.9,8882
94562,Turkish for Beginners,14/03/2012,10.122,6.2,290
85870,My Way,14/03/2012,5.965,6.4,246
70160,The Hunger Games,12/03/2012,46.285,7.2,19241
72197,The Pirates! In an Adventure with Scientists!,12/03/2012,12.313,6.4,872
78215,Into the White,09/03/2012,40.7,6.9,242
70436,The Raven,09/03/2012,32.014,6.3,1091
81025,Salmon Fishing in the Yemen,09/03/2012,9.555,6.4,733
80038,Friends with Kids,09/03/2012,7.8,6,414
91010,Game Change,09/03/2012,7.499,6.9,248
88284,Barbara,08/03/2012,5.897,7.2,219
82825,Kahaani,08/03/2012,5.572,7.3,236
49529,John Carter,07/03/2012,93.939,6.2,4743
72358,A Thousand Words,07/03/2012,23.974,6.1,1119
85872,Le Chef,07/03/2012,13.988,6.2,472
75638,Red Lights,02/03/2012,22.826,6.1,987
78571,Being Flynn,02/03/2012,6.731,6.2,209
57214,Project X,01/03/2012,152.534,6.8,5199
73723,The Lorax,01/03/2012,43.012,6.5,2809
127846,A Hijacking,29/02/2012,8.311,6.9,216
76589,Justice League: Doom,28/02/2012,33.958,7.4,679
75674,Act of Valor,24/02/2012,13.599,6.5,922
79548,Gone,23/02/2012,12.241,6.2,981
91342,Barbie in A Mermaid Tale 2,22/02/2012,47.156,7,351
115929,Cool Kids Don't Cry,15/02/2012,22.327,8.1,227
59962,This Means War,14/02/2012,21.574,6.1,2919
80271,LOL,10/02/2012,14.582,6.1,2434
83564,La luna,10/02/2012,9.646,7.9,654
59961,Safe House,09/02/2012,14.456,6.4,2988
83201,Puss in Boots: The Three Diablos,07/02/2012,31.429,6.6,339
72570,The Vow,05/02/2012,30.152,7.2,3497
113082,Berserk: The Golden Age Arc I - The Egg of the King,03/02/2012,17.844,7.4,344
65086,The Woman in Black,03/02/2012,16.929,6.1,3015
78698,Big Miracle,02/02/2012,7.704,6.6,399
76726,Chronicle,01/02/2012,63.996,6.8,4386
85739,ACAB : All Cops Are Bastards,27/01/2012,6.798,7,709
75174,The Grey,26/01/2012,58.543,6.6,3243
84341,Smashed,22/01/2012,8.57,6.5,211
72545,Journey 2: The Mysterious Island,19/01/2012,114.234,6.1,3547
52520,Underworld: Awakening,19/01/2012,65.851,6.3,3498
72431,Red Tails,19/01/2012,49.549,6.5,499
113160,My First Time,18/01/2012,5.856,6.6,509
49527,Man on a Ledge,13/01/2012,34.856,6.4,2172
82881,Tangled Ever After,13/01/2012,30.465,7.1,885
77866,Contraband,12/01/2012,41.14,6.3,1753
74387,Goon,06/01/2012,8.142,6.4,740
85041,Immaturi - Il viaggio,04/01/2012,5.95,6,565
82690,Wreck-It Ralph,01/01/2012,105.375,7.3,10681
71688,The Iron Lady,26/12/2011,12.061,6.4,1440
57212,War Horse,25/12/2011,23.201,7.3,2856
64685,Extremely Loud & Incredibly Close,25/12/2011,7.81,7,1739
86130,Pixie Hollow Games,24/12/2011,28.09,6.9,241
94047,My Way,21/12/2011,9.824,8,287
77221,Black Gold,21/12/2011,9.735,6.5,221
73873,Albert Nobbs,21/12/2011,6.693,6.3,377
81342,Delicacy,20/12/2011,7.685,6.4,371
120475,Dragon Ball: Episode of Bardock,17/12/2011,55.996,6.9,324
76758,The Flowers of War,15/12/2011,9.532,7.5,601
65754,The Girl with the Dragon Tattoo,14/12/2011,17.976,7.4,5844
81393,12 Dates of Christmas,11/12/2011,9.327,6.1,203
74465,We Bought a Zoo,08/12/2011,14.009,6.8,2261
56292,Mission: Impossible - Ghost Protocol,07/12/2011,64.656,7,8320
65218,Lemonade Mouth,06/12/2011,14.298,7.5,920
79113,A Princess for Christmas,03/12/2011,18.537,7.1,342
79443,The Smurfs: A Christmas Carol,02/12/2011,12.38,6.7,206
81440,"Good Luck Charlie, It's Christmas!",02/12/2011,10.096,6.6,354
77878,The Lady,30/11/2011,6.052,6.8,207
74534,The Best Exotic Marigold Hotel,28/11/2011,12.061,6.9,1118
86555,Take This Waltz,25/11/2011,7.961,6.4,266
79218,Ice Age: A Mammoth Christmas,24/11/2011,30.764,6.4,524
82424,Small Fry,23/11/2011,15.908,6.9,443
75900,My Week With Marilyn,23/11/2011,11.074,6.7,1090
79643,Anche se è amore non si vede,23/11/2011,5.977,6.3,313
58574,Sherlock Holmes: A Game of Shadows,22/11/2011,46.901,7.1,9024
64328,The Muppets,22/11/2011,24.644,6.6,1290
44826,Hugo,22/11/2011,21.789,7.2,6174
65759,Happy Feet Two,18/11/2011,57.761,6.1,1271
78854,Scialla! (Stai sereno),18/11/2011,6.002,6.4,211
50619,The Twilight Saga: Breaking Dawn - Part 1,16/11/2011,96.808,6.2,7570
91417,Dragons: Gift of the Night Fury,15/11/2011,25.89,7.1,278
81250,Geek Charming,11/11/2011,11.429,6.6,668
51052,Arthur Christmas,10/11/2011,15.728,6.7,1147
56415,A Gang Story,10/11/2011,6.454,6.8,271
88794,J. Edgar,09/11/2011,12.15,6.2,2058
55465,A Very Harold & Kumar Christmas,04/11/2011,16.485,6,771
77499,Barbie: A Perfect Christmas,03/11/2011,21.88,6.7,238
77338,The Intouchables,02/11/2011,77.483,8.3,14686
74513,Special Forces,02/11/2011,67.377,6.7,435
59108,Tower Heist,02/11/2011,35.911,6,2436
417859,Puss in Boots,28/10/2011,40.917,6.4,2597
60420,Like Crazy,28/10/2011,7.176,6.4,921
49530,In Time,27/10/2011,81.539,7,9605
77944,The Worst Week of My Life,27/10/2011,7.038,6.1,406
76535,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,25/10/2011,12.032,7,304
70577,Faces in the Crowd,25/10/2011,8.04,6.1,398
17578,The Adventures of Tintin,24/10/2011,24.991,6.9,4585
61891,Anonymous,21/10/2011,10.912,6.4,614
86000,Always,20/10/2011,8.188,7.9,219
77495,Sleep Tight,14/10/2011,15.854,7.1,831
65599,The Woman,14/10/2011,9.48,6.1,416
74726,Juan of the Dead,14/10/2011,6.861,6.1,211
73937,The Big Year,13/10/2011,9.259,6,629
77459,A Monster in Paris,12/10/2011,30.859,6.8,1044
60935,The Thing,12/10/2011,25.515,6.2,2322
74643,The Artist,12/10/2011,9.513,7.4,2714
76543,Tyrannosaur,07/10/2011,6.769,7.2,351
68817,Footloose,06/10/2011,26.501,6.6,1418
70954,The Hunter,06/10/2011,10.261,6.6,522
77561,EVA,06/10/2011,8.586,6.4,324
71157,Polisse,06/10/2011,7.427,7.9,1003
76025,Shame,02/10/2011,21.328,7,2606
72213,Courageous,30/09/2011,33.03,7.5,280
40807,50/50,30/09/2011,22.093,7.1,3176
48231,A Dangerous Method,30/09/2011,15.403,6.3,1710
63492,What's Your Number?,30/09/2011,14.256,6.5,1999
64720,Take Shelter,30/09/2011,9.921,7.1,1371
44754,Margaret,30/09/2011,8.25,6.3,231
51999,Perfect Sense,29/09/2011,14.71,6.9,934
69668,Dream House,29/09/2011,12.06,6.1,1162
39254,Real Steel,28/09/2011,150.522,6.9,6737
71859,We Need to Talk About Kevin,28/09/2011,15.712,7.6,2265
69735,Batman: Year One,27/09/2011,10.919,7.3,731
79433,Ronal the Barbarian,27/09/2011,9.686,6,207
10316,The Ides of March,24/09/2011,10.611,6.7,2035
45610,Machine Gun Preacher,23/09/2011,62.746,6.7,825
62837,Dolphin Tale,23/09/2011,9.262,6.9,545
72432,Puncture,23/09/2011,9.202,6.7,309
74879,Once Upon a Time in Anatolia,23/09/2011,6.161,7.5,361
49021,Killer Elite,22/09/2011,36.746,6.3,1742
60308,Moneyball,22/09/2011,19.697,7.2,4028
81481,Silenced,22/09/2011,11.744,8.1,381
79120,Weekend,22/09/2011,8.694,7.3,436
74945,War of the Buttons,20/09/2011,6.956,6,415
92321,Hotarubi no Mori e,17/09/2011,0.6,8.4,790
80184,The Hidden Face,16/09/2011,36.914,7.3,804
49517,Tinker Tailor Soldier Spy,16/09/2011,13.907,6.6,2119
72113,Carnage,16/09/2011,8.814,7.2,2445
47760,Restless,16/09/2011,8.487,6.5,349
64690,Drive,15/09/2011,54.499,7.6,10389
58233,Johnny English Reborn,15/09/2011,40.775,6.2,2714
91550,Violet & Daisy,15/09/2011,7.999,6.1,212
70006,Never Back Down 2: The Beatdown,13/09/2011,26.292,6.4,525
76122,Marvel One-Shot: The Consultant,13/09/2011,14.184,6.4,368
82532,"Jeff, Who Lives at Home",13/09/2011,7,6.2,501
74944,War of the Buttons,12/09/2011,6.07,6,345
84355,Your Sister's Sister,11/09/2011,5.97,6.5,274
83899,You're Next,10/09/2011,17.722,6.6,1956
73567,Killer Joe,10/09/2011,12.058,6.5,1121
78480,Monsieur Lazhar,10/09/2011,7.177,7.1,241
59440,Warrior,09/09/2011,117.548,7.8,3706
65057,The Descendants,09/09/2011,18.489,6.8,2296
50698,Grave Encounters,09/09/2011,14.837,6.3,1180
74306,God Bless America,09/09/2011,9.736,7,777
39538,Contagion,08/09/2011,25.718,6.6,5130
73532,Le Havre,08/09/2011,6.732,7,310
74018,A Cinderella Story: Once Upon a Song,05/09/2011,19.421,6.4,921
74725,Kill List,02/09/2011,8.983,6.2,578
73624,The Man from the Future,02/09/2011,6.115,7.3,294
81857,Alps,01/09/2011,5.45,6.2,219
75233,"Oslo, August 31st",31/08/2011,9.295,7.4,269
73358,Page Eight,28/08/2011,8.402,6.5,205
70670,Headhunters,26/08/2011,10.605,7.3,971
59968,Our Idiot Brother,26/08/2011,10.363,6.2,775
73588,The Caller,26/08/2011,9.981,6.3,201
53487,This Must Be the Place,24/08/2011,7.862,7,1046
62046,Flypaper,19/08/2011,12.564,6.4,628
69798,The Inbetweeners Movie,19/08/2011,11.403,6.1,745
48572,Red State,19/08/2011,8.228,6.1,753
58151,Fright Night,18/08/2011,37.051,6.2,1569
63311,The Skin I Live In,17/08/2011,19.944,7.5,3506
77949,The Awakening,17/08/2011,17.491,6.4,1178
55779,Final Destination 5,12/08/2011,50.964,6.1,2723
73456,Barbie: Princess Charm School,11/08/2011,63.02,7.4,612
50014,The Help,09/08/2011,73.192,8.2,6417
73108,Teen Spirit,07/08/2011,8.354,6,264
49520,The Change-Up,05/08/2011,37.033,6.1,2288
71689,Phineas and Ferb: The Movie: Across the 2nd Dimension,05/08/2011,15.559,6.9,424
66125,Red Dog,04/08/2011,10.338,7.3,295
61791,Rise of the Planet of the Apes,03/08/2011,61.507,7.3,9943
75624,Naruto Shippuden the Movie: Blood Prison,30/07/2011,96.817,7.2,372
50646,"Crazy, Stupid, Love.",29/07/2011,38.836,7.3,6959
71325,With Every Heartbeat,29/07/2011,12.274,7.1,254
71677,Assassination Games,28/07/2011,9.362,6.3,304
62835,Colombiana,27/07/2011,60.134,6.6,2114
1771,Captain America: The First Avenger,22/07/2011,86.523,7,18648
55420,Another Earth,22/07/2011,11.898,6.7,1328
50544,Friends with Benefits,21/07/2011,45.153,6.7,6835
83389,From Up on Poppy Hill,16/07/2011,17.435,7.5,1305
70821,Cyberbully,16/07/2011,8.751,6.2,423
61202,Zindagi Na Milegi Dobara,15/07/2011,7.795,7.6,256
51540,Horrible Bosses,08/07/2011,28.931,6.6,5464
12445,Harry Potter and the Deathly Hallows: Part 2,07/07/2011,168.816,8.1,17311
67913,The Guard,07/07/2011,10.928,7,915
66118,Case départ,05/07/2011,5.884,6,372
59860,Monte Carlo,01/07/2011,29.55,6.6,1850
66129,The Tuche Family,30/06/2011,12.984,6,1111
38356,Transformers: Dark of the Moon,28/06/2011,27.302,6.1,6978
63710,Honey 2,23/06/2011,16.007,6.3,352
64678,The Art of Getting By,17/06/2011,15.084,6.6,1142
77887,Hawaiian Vacation,16/06/2011,14.67,7,529
49013,Cars 2,11/06/2011,122.744,6,6284
50837,Martha Marcy May Marlene,10/06/2011,12.701,6.7,602
55347,Beginners,09/06/2011,11.378,6.9,840
37686,Super 8,08/06/2011,58.266,6.7,5708
75802,Hysteria,06/06/2011,9.115,6.7,698
49538,X-Men: First Class,01/06/2011,3.049,7.3,11097
62215,Melancholia,26/05/2011,14.416,7.2,2831
45243,The Hangover Part II,25/05/2011,86.415,6.4,8942
49444,Kung Fu Panda 2,25/05/2011,67.949,6.9,5617
278427,Family Guy Presents: It's a Trap!,22/05/2011,11.591,6.8,351
55846,Blitz,20/05/2011,67.135,6.1,1316
63831,The Kid with a Bike,18/05/2011,6.095,7.1,330
8967,The Tree of Life,17/05/2011,16.702,6.7,2587
67748,Snowtown,16/05/2011,6.782,6.3,239
1865,Pirates of the Caribbean: On Stranger Tides,14/05/2011,404.727,6.5,12021
55721,Bridesmaids,13/05/2011,14.928,6.5,3796
45658,Everything Must Go,13/05/2011,7.825,6.1,466
59678,Attack the Block,12/05/2011,10.833,6.4,1679
59436,Midnight in Paris,11/05/2011,13.657,7.5,6260
79707,Children Who Chase Lost Voices,07/05/2011,18.746,7.2,523
63493,The Ledge,06/05/2011,9.27,6.1,284
49022,Something Borrowed,05/05/2011,14.597,6.3,891
50780,The Beaver,05/05/2011,9.734,6.4,715
63197,Megan Is Missing,01/05/2011,14.556,6.3,467
51588,Prom,29/04/2011,10.414,6.1,400
203101,High School of the Dead: Drifters of the Dead,25/04/2011,8.134,7.6,406
